Time,Heart Rate
14:46:25,90
14:46:27,91
14:46:30,93
14:46:30,92
14:46:32,90
14:46:32,89
14:46:34,88
14:46:38,86
14:46:38,87
14:46:40,88
14:46:44,89
14:46:44,88
14:46:45,87
14:46:46,88
14:46:48,89
14:46:49,90
14:46:50,91
14:46:52,96
14:46:53,98
14:46:53,100
14:46:58,99
14:46:58,98
14:47:01,99
14:47:01,97
14:47:01,94
14:47:02,93
14:47:05,91
14:47:06,90
14:47:08,89
14:47:10,88
14:47:10,87
14:47:12,88
14:47:17,87
14:47:17,0
14:47:17,87
14:47:19,88
14:47:20,89
14:47:22,90
14:47:22,92
